District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date,Day Of Week
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,5600.0,7500.0,6900.0,2019-07-04,3
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6000.0,6150.0,6050.0,2019-06-19,2
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6050.0,6200.0,6100.0,2019-06-07,4
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6050.0,6200.0,6100.0,2019-06-20,3
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6100.0,6250.0,6150.0,2019-06-04,1
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6100.0,6250.0,6150.0,2019-06-06,3
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6100.0,6250.0,6150.0,2019-06-10,0
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6100.0,6250.0,6150.0,2019-06-11,1
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6100.0,6250.0,6150.0,2019-06-17,0
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6100.0,6250.0,6150.0,2019-06-18,1
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6200.0,6350.0,6250.0,2019-06-12,2
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6200.0,6350.0,6250.0,2019-06-13,3
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6200.0,6350.0,6250.0,2019-06-14,4
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6200.0,6350.0,6250.0,2019-06-24,0
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6250.0,6375.0,6300.0,2019-05-31,4
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6250.0,6400.0,6300.0,2019-06-03,0
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6250.0,6400.0,6300.0,2019-06-25,1
Ariyalur,Andimadom,Cashewnuts,Other,FAQ,6300.0,6450.0,6350.0,2019-06-26,2
